User-ID,Location,Age
207721,"mississauga, ontario, canada",39.0
207782,"midland, texas, usa",28.0
208141,"jefferson, wisconsin, usa",46.0
208147,"federal way, washington, usa",41.0
208406,"kansas city, missouri, usa",30.0
208568,"fontana, california, usa",
208671,"simi valley, california, usa",
208829,"fredericton, new brunswick, canada",
209373,"mountain view, california, usa",37.0
209516,"felixstowe, suffolk, united kingdom",57.0
209756,"sacramento, california, usa",36.0
210035,"cumberland, maryland, usa",24.0
210485,"carmichael, california, usa",35.0
210717,"wantagh, new york, usa",42.0
210792,"franconia, virginia, usa",36.0
210959,"cliffwood, new jersey, usa",30.0
211344,"vienna, virginia, usa",32.0
211426,"pueblo, colorado, usa",24.0
211430,"toronto, ontario, canada",28.0
211919,"jacksonville, florida, usa",38.0
212645,"coal township, pennsylvania, usa",21.0
212898,"la ronge, saskatchewan, canada",
212923,"minneapolis, minnesota, usa",34.0
212965,"akron,, ohio, usa",43.0
213126,"spring, texas, usa",
213150,"destrehan, louisiana, usa",103.0
213350,"rowland heights, california, usa",65.0
214786,"boone county, kentucky, usa",
216012,"clevelad, ohio, usa",34.0
216466,"castleton, vermont, usa",29.0
216683,"san jose, california, usa",
217121,"frodsham, england, united kingdom",43.0
217318,"sackville, new brunswick, canada",
217375,"st. petersburg, florida, usa",35.0
217740,"madrid, madrid, spain",37.0
218121,"brighton, colorado, usa",
218552,"san antonio, texas, usa",48.0
218568,"byron, minnesota, usa",41.0
218608,"spartanburg, south carolina, usa",31.0
219546,"new albany, indiana, usa",25.0
219683,"santa ana, california, usa",32.0
220278,"hammond, indiana, usa",32.0
220597,"toronto, ontario, canada",26.0
220688,"brookline, massachusetts, usa",27.0
221445,"portland, oregon, usa",
222050,"allen park, michigan, usa",45.0
222296,"chapel hill, north carolina, usa",
222941,"las vegas, nevada, usa",57.0
223087,"sherman oaks, california, usa",
223154,"wilmington, north carolina, usa",33.0
223201,"huntington beach, california, usa",
223501,"santa cruz, california, usa",
224138,"carlsbad, california, usa",
224249,"moline, illinois, usa",
224349,"columbia, maryland, usa",23.0
224430,"louisville, kentucky, usa",
224435,"warren, michigan, usa",24.0
224646,"london, england, united kingdom",
224764,"rockaway, new jersey, usa",116.0
224809,"nashua, new hampshire, usa",61.0
225087,"toronto, ontario, canada",51.0
225763,"san francisco, california, usa",
225810,"el cajon, california, usa",56.0
225986,"watford, england, united kingdom",36.0
225989,"palmdale, california, usa",27.0
226205,"romeoville, illinois, usa",48.0
226545,"mesa, arizona, usa",38.0
226879,"overland park, kansas, usa",31.0
226965,"clemson, south carolina, usa",47.0
227447,"kelseyville, california, usa",38.0
227520,"san jose, california, usa",33.0
227705,"westport, connecticut, usa",36.0
228681,"dumont, new jersey, usa",
228764,"oakdale, california, usa",39.0
228998,"lincoln, nebraska, usa",41.0
229011,"mclean, virginia, usa",
229313,"southgate, michigan, usa",31.0
229551,"ottawa, ontario, canada",28.0
229741,"kensington, california, usa",29.0
230249,"glen rock, pennsylvania, usa",
230496,"simi valley, california, usa",34.0
230522,"colorado springs, colorado, usa",52.0
230708,"modesto, california, usa",43.0
231210,"roanoke, virginia, usa",44.0
231237,"waianae, hawaii, us",
231827,"festus, missouri, usa",32.0
231857,"canberra, australian capital territory, australia",46.0
232131,"oakland, california, usa",
232945,"newport, rhode island, usa",28.0
233711,"mackay, queensland, australia",36.0
233911,"romney, west virginia, usa",41.0
233917,"madera, california, usa",38.0
234359,"morro bay, california, usa",35.0
234597,"firenze, toscana, italy",
234623,"scarborough, maine, usa",
234828,"fairbanks, alaska, usa",
235105,"st louis, missouri, usa",46.0
235282,"encino, california, usa",43.0
235392,"st. louis, missouri, usa",27.0
235842,"griswold, iowa, usa",41.0
235935,"bridgeton, new jersey, usa",43.0
236058,"san francisco, california, usa",34.0
236172,"chesapeake, virginia, usa",34.0
236283,"orlando, florida, usa",41.0
236340,"st kilda, victoria, australia",29.0
236757,"mars, pennsylvania, usa",
236959,"st. louis, missouri, usa",35.0
237748,"eagan, minnesota, usa",27.0
238065,"bourbonnais, illinois, usa",27.0
238120,"louisville, kentucky, usa",25.0
238526,"charleston, south carolina, usa",
238541,"vancouver, british columbia, canada",
238545,"mountain view, california, usa",
238557,"kuala lumpur, selangor, malaysia",21.0
238699,"amagansett, new york, usa",
238781,"yucca valley, california, usa",51.0
238864,"powys, wales, united kingdom",32.0
239584,"gilroy, california, usa",
239594,"leuven, vlaams-brabant, belgium",28.0
240035,"birmingham, alabama, usa",
240144,"muskego, wisconsin, usa",34.0
240567,"hawthorne, new jersey, usa",33.0
240568,"elk  city, oklahoma, usa",34.0
241548,"saratoga, california, usa",44.0
241614,"philadelphia, pennsylvania, usa",20.0
241666,"san francisco, california, usa",35.0
241980,"ashburn, virginia, usa",35.0
242006,"santo domingo, distrito nacional, dominican republic",30.0
242073,"aldergrove, british columbia, canada",28.0
242083,"fairview, new mexico, usa",24.0
242106,"covington, virginia, usa",28.0
242299,"orlando, florida, usa",25.0
242361,"greencastle, pennsylvania, usa",
242646,"ft myers beach, florida, usa",
242824,"belton, texas, usa",21.0
243077,"ann arbor, michigan, usa",34.0
243930,"montreuil, seine saint-denis, france",43.0
244171,"moline, illinois, usa",51.0
244277,"inverness, scotland, united kingdom",44.0
244349,"los banos, california, usa",40.0
244420,"kenmore, ,",
244627,"shelbyville, tennessee, usa",32.0
244685,"rockvale, tennessee,",
244688,"st. petersburg, florida, usa",26.0
244736,"forest grove, oregon, usa",23.0
245371,"halifax, nova scotia, canada",26.0
245410,"san antonio, texas, usa",28.0
245645,"phoenix, arizona, usa",
245649,"greensboro, north carolina, usa",27.0
245827,"albuquerque, ,",
245963,"saint louis, missouri, usa",
246000,"saratoga, california, usa",20.0
246156,"eastbourne, england, united kingdom",32.0
246311,"lynnwood, washington, usa",35.0
246507,"san francisco, california, usa",35.0
246513,"virginia beach, virginia, usa",23.0
246655,"mooresville, north carolina, usa",
246671,"melbourne, victoria, australia",27.0
247055,"daly city, california, usa",25.0
247447,"long beach, california, usa",19.0
247752,"wake forest, north carolina, usa",30.0
248718,"hyde park, new york, usa",43.0
249628,"whitney, texas, usa",51.0
249723,"round rock, texas, usa",32.0
249862,"sugar land, texas, usa",
249894,"duncansville, pennsylvania, usa",
250184,"renton, washington, usa",
250405,"columbus, ohio, usa",55.0
250764,"cove, oregon, usa",
250962,"vancouver, british columbia, canada",24.0
251140,"redding, california, usa",25.0
251394,"portland, maine, usa",25.0
251422,"cumberland, maryland, usa",23.0
251613,"sonoma, california, usa",34.0
251642,"farmington hills, michigan, usa",57.0
251843,"homer city, pennsylvania, usa",
251844,"lisboa, lisboa, portugal",30.0
252071,"catawba, wisconsin, usa",32.0
252695,"lincoln, nebraska, usa",
252820,"montreal, quebec, canada",33.0
252848,"vinton, virginia, usa",32.0
252865,"olympia, washington, usa",30.0
253821,"fulton, missouri, usa",
254206,"tucson, arizona, usa",31.0
254465,"maryville, tennessee, usa",22.0
254899,"browns mills, new jersey, usa",54.0
254971,"boise, idaho, usa",53.0
255218,"anaheim, california, usa",46.0
255489,"sherman oaks, california, usa",
256167,"temecula, california, usa",14.0
256402,"huntsville, alabama, usa",34.0
256407,"florissant, missouri, usa",58.0
257028,"chicago heights, illinois, usa",31.0
257204,"akron, ohio, usa",32.0
258152,"calgary, alberta, canada",29.0
258185,"livermore, maine, usa",37.0
258534,"mcqueeney, texas, usa",32.0
258690,"calgary, alberta, canada",
258938,"los angeles, california, usa",27.0
259035,"edmonton, alberta, canada",38.0
259260,"fair haven, michigan, usa",56.0
259380,"blue springs, missouri, usa",
259629,"carrollton, texas, usa",51.0
259901,"thompson, manitoba, canada",
260183,"st catharines, ontario, canada",25.0
260897,"chicago, illinois, usa",25.0
260944,"stratford, connecticut, usa",
261105,"basel, basel-stadt, switzerland",50.0
261829,"fpo, ap, usa",32.0
262399,"glen allen, virginia, usa",48.0
262998,"melbourne, victoria, australia",
263163,"austin, texas, usa",26.0
263325,"fredericton, new brunswick, canada",27.0
263344,"espoo, uusimaa, finland",17.0
263460,"tampa, florida, usa",31.0
263877,"victoria, british columbia, canada",44.0
264031,"traverse city, michigan, usa",34.0
264082,"irving, texas, usa",42.0
264317,"portela de sacav�m, loures, portugal",25.0
264321,"toronto, ontario, canada",33.0
264543,"quincy, massachusetts, usa",
264637,"germantown, maryland, usa",24.0
265115,"vista, california, usa",
265313,"morrisville, north carolina, usa",33.0
265889,"kitchener, ontario, canada",30.0
266056,"hoover, alabama, usa",47.0
266226,"new york, new york, usa",
266283,"walla walla, washington, usa",62.0
266753,"oakland, california, usa",
266807,"tustin, california, usa",35.0
266865,"reston, virginia, usa",33.0
266866,"northamptonshire, england, united kingdom",33.0
267033,"tucson, arizona, usa",
267409,"las vegas, nevada, usa",34.0
267635,"bartlesville, oklahoma, usa",69.0
268030,"christchurch, canterbury, new zealand",
268032,"sunnyvale, california, usa",34.0
268110,"westerville, ohio, usa",
268330,"miami, florida, usa",23.0
268622,"upper township, new jersey, usa",36.0
268932,"red deer, alberta, canada",38.0
269321,"walpole, massachusetts, usa",49.0
269566,"seattle, washington, usa",9.0
269719,"jacksonville, north carolina, usa",33.0
269890,"niles, michigan, usa",27.0
270554,"fredericton, new brunswick, canada",
270713,"toronto, ontario, canada",27.0
270820,"west bend, wisconsin, usa",52.0
271195,"elsmere, kentucky, usa",39.0
271284,"alexandria, virginia, usa",50.0
271448,"ona, west virginia, usa",27.0
271538,"alexandria, virginia, usa",23.0
271558,"henderson, nevada, usa",35.0
271705,"atlanta, georgia, usa",25.0
273086,"chicago, illinois, usa",33.0
273110,"arco, ,",51.0
273113,"topeka, kansas, usa",18.0
273979,"bloomsburg, pennsylvania, usa",20.0
274004,"sydenham, london, england, united kingdom",41.0
274061,"gahanna/columbus, ohio, usa",26.0
274301,"frankston, victoria, australia",41.0
274308,"delray beach, florida, usa",33.0
274808,"paynesville, , usa",17.0
275970,"pittsburgh, pennsylvania, usa",46.0
276680,"hopewell junction, new york, usa",55.0
277427,"gilbert, arizona, usa",48.0
278418,"omaha, nebraska, usa",
